StudyID,NodeID,Description,LOPATarget,LOPATargetDiscussion,Status,CreatedDate,CreatedBy,FrequencyEstimation,ApproxLatitude,ApproxLongitude,StudyForInhalation,StudyForFire,ReliefCalculation,StoragePressure,StorageTemperature,ExitPressure,ExitTemperature,ReliefRate,CatastrophicRelease,DischargeDiameter,ReleaseElevation,ReleaseOrientation,RelievingPhase,MaximumVolume,MolarComposition,Basis,MaximumMass,AvailablePoolArea,IndoorRelease,LOPAID,CapitalProject,ProcessingLog,DistNonProcPlantPop,ProcAreaPopDensity,Site,IncludeDiagnostics,PersonnelAtReleaseElevation,WeatherCondition,NightProcAreaPopDensity,ProductionRoomVol,ProductionRoomACH,ProductionRoomVentDiameter,ProductionRoomVentOrientation,ProductionRoomVentElevation
2812,563,834S - leak on the largest nozzle,,,0,2024-09-30 08:08:28.390,u331462,,,,True,True,False,1.0,0.0,,,,False,1.0,0.8,0,0,250.0,False,Volume,,174.0,False,834S - leak on the largest nozzle,,,550.0,0.2,,False,False,both,0.2,,,,,
2813,563,895S - catastrophic release ,,,0,2024-09-30 08:10:05.093,u331462,,,,True,True,False,1.0,15.0,,,,True,,1.1,0,0,193.0,False,Volume,,633.0,False,895S - catastrophic release,,,450.0,0.2,,False,False,both,0.2,,,,,
2814,563,895S - Leak on largest nozzle,,,0,2024-09-30 08:12:19.700,u331462,,,,True,True,False,1.0,15.0,,,,False,1.0,1.1,0,0,193.0,False,Volume,,633.0,False,895S - Leak on largest nozzle,,,450.0,0.2,,False,False,both,0.2,,,,,
2815,601,example,,,0,2024-09-30 12:57:03.150,u331462,,,,False,False,False,100.0,150.0,,,,False,,,0,0,,False,,,,False,example,,,,,,False,False,both,,,,,,
2816,790,Natural Gas Release,,,0,2024-09-30 13:11:26.067,u858722,,36.519053,-82.532347,False,True,True,,,1.0,0.0,500000.0,False,2.0,1.0,0,0,,False,Mass,30000000.0,,False,1,,,45.0,3.0,Kingsport,False,False,night,,,,,,
2823,791,"LOPA Scenario - 623.1, Loss of containment due to Line Leak in MMA Storage Tank Pump Suction Line.  Line is 4"".  Per AA LOPA procedure 0.6"" hole is utilized (for 4"" line).  10,000 m occupancy adjusted up to take into account loading racks located outside immediate operating area.",,,0,2024-09-30 15:53:25.857,u216335,11.0,30.588669,-87.135564,True,True,False,70.0,25.0,,,,False,0.6,1.0,0,0,,False,Mass,2100.0,,False,1118431941,,,597.0,0.4,Pace,False,False,night,0.1,,,,,
2824,791,"LOPA Scenario - xxx.x, Hyrostatic overfill of MMA Storage Tank and release through PSV.",,,0,2024-09-30 11:54:38.853,u216335,10.0,30.588669,-87.135564,True,True,True,70.0,25.0,0.1,-7.0,60000.0,False,6.0,4.0,6,0,,False,Mass,8000.0,,False,xxxxxxx,,,597.0,0.4,Pace,False,False,both,0.1,,,,,
2825,792,COF analysis for SER 1377,,,0,2024-09-30 20:34:17.933,u770776,,36.513834,-82.544461,True,True,True,,,800.0,37.0,67000.0,False,1.0,46.0,0,0,,False,Mass,30000.0,,False,,,,510.0,3.0,Kingsport,False,False,both,3.0,,,,,
2827,44,"TTID 2827; LOPA 1119361581

Scen1: Nosturin taakka tippuu häkäkaasuputken päälle -> Iso häkävuoto",,"P = 57,5bar, T = 71C, Flow = Mass Balance, Composition=Analysis, DN200

Nosturin taakka tippuu häkäkaasuputken päälle -> Iso häkävuoto
1. Suuri CO-kaasu vuoto
2. Myrkyllisyysvaikutus
3. Henkilövahinko",0,2024-10-01 05:06:54.570,u331169,21.0,65.03396111,25.52155,True,True,True,834.0,71.0,834.0,71.0,21548.0,False,8.0,5.0,0,0,,False,Mass,100000.0,,False,1119361581,,,225.0,0.5,,False,False,both,0.2,,,,,
2828,793,"COF for 1 Ester Washer Replacement, B-99",,,0,2024-10-01 10:45:46.323,u770776,,36.5266111111,-82.5460555556,True,True,True,,,0.1,25.0,24000.0,False,1.5,0.1,0,0,,False,Mass,10886.217,,False,,,,580.0,5.0,Kingsport,False,False,both,3.0,,,,,
2829,375,"TTID 2829;  LOPA 1119362366, 1119362375, 1119366175, 1119366177

Scen1: HV-1580 closed in 10213-EAV-12 line -> Syngas leak
Scen2: Hand valve closed in 10213-EAV-12 line",,"DN100 syngas leak in pumproom -> 0,6inch

HV-1580 closed in 10213-EAV-12 line -> Syngas leak
1. No ammonia water to soot water circulation
2. pH decreases in soot water circulation in long run
3. Corrosion in equipment and piping
4. Syngas leak 
5. Toxic release (onsite)
6. Human injury

Hand valve closed in 10213-EAV-12 line
1. No ammonia water to soot water circulation
2. pH decreases in soot water circulation in long run
3. Corrosion in equipment and piping
4. Syngas leak 
5. Fire/Toxic release
6. Human injury",0,2024-10-01 06:56:44.547,u331169,,65.03438611,25.52287222,True,True,False,377.0,250.0,,,,False,0.6,0.5,0,0,,False,Mass,100000.0,,False,"1119362366, 1119362375, 1119366175, 1119366177",,,230.0,1.8,,False,False,both,0.3,,,,,
2833,561,Tank 3830 - catastrophic release - liquid overfill,,,0,2024-10-01 11:03:56.923,u331462,,65.03274,25.523128,True,True,False,0.58,19.0,,,,False,1.0,1.0,0,0,2500.0,False,Volume,,2337.0,False,Tank 3830 - catastrophic release - liquid overfill,,,175.0,0.9,,False,False,both,0.5,,,,,
2836,795,Chlorine Release,,,0,2024-10-01 17:18:31.033,u887663,,36.53,-82.55,True,True,False,100.0,25.0,,,,False,5.0,0.0,0,0,10.0,False,Volume,,,False,,,,100.0,10.0,Kingsport,False,False,night,,,,,,
2837,793,"COF for 1 Ester Washer Replacement, B-99 - COPY - 10/01/2024 15:23:51 -04:00",,,0,2024-10-01 15:23:51.137,u773253,,36.526202,-82.546209,True,True,True,,,0.1,25.0,24000.0,False,1.5,0.1,0,0,,False,Mass,10886.217,,False,,,,580.0,5.0,Kingsport,False,False,both,3.0,,,,,
2841,803,EG vapor release,,,0,2024-10-02 03:25:53.597,u486739,,36.55,-82.55,True,True,False,58.0,250.0,,,,False,8.0,0.0,0,0,30.0,False,Volume,10000.0,,False,,,,100.0,10.0,Kingsport,False,False,both,5.0,,,,,
2842,375,"TTID 2842; LOPA 1114526236, 

Scen1: Malfunction in water flow control FC-5636/-6236, valve fully open -> Toxic release (CR)",,"P=26barg, T=150C, Pump shaft 50mm -> 0,28inch leak

Malfunction in water flow control FC-5636/-6236, valve fully open -> Toxic release
1. Water discharged from circulation via control LC-5620/6220
2. Level drops in 105A/155A 
3. gas flow to circulation pumps
4. gas leak from pump box 176P/156P/106P
5. Toxic gas release to pump room (app. 10 mm leak, P 27 barg, T 150 C -> app. 614 kg/h) 
6. Human injury",0,2024-10-02 05:03:20.553,u331169,,65.03438611,25.52287222,True,True,False,377.0,150.0,,,,False,0.28,0.5,0,0,,False,Mass,100000.0,,False,1114526236,,,230.0,1.8,,False,False,both,0.3,,,,,
2843,375,"TTID 2843; LOPA 1119366218

Scen1: Malfunction in water flow control FC-5636/-6236, valve fully open -> Toxic release (Korkia)",,"P=26barg, T=150C, Pump shaft 50mm -> 0,28inch leak


Malfunction in water flow control FC-5636/-6236, valve fully open -> Toxic release
1. Water discharged from circulation via control LC-5620/6220
2. Level drops in 105A/155A 
3. gas flow to circulation pumps
4. gas leak from pump box 176P/156P/106P
5. Toxic gas release to pump room (app. 10 mm leak, P 27 barg, T 150 C -> app. 614 kg/h) 
6. Human injury",0,2024-10-02 05:20:30.060,u331169,,65.03438611,25.52287222,True,True,False,377.0,150.0,,,,False,0.28,0.5,0,0,,False,Mass,100000.0,,False,1119366218,,,230.0,1.8,,False,False,both,0.3,,,,,
2844,375,"TTID 2844; LOPA 1114526235

Scen1: 106L/109L 174L/175L tube rupture (inner D 15,8 mm) -> Syngas leak 100E
",,"P=26barg, T=150C, tube leak D15,8mm (x2)  


106L/109L 174L/175L tube rupture (inner D 15,8 mm) -> Syngas leak 100E
1. Soot water flows to cooling water network
2. Soot water circulation emptyes
3.  Syngas flow (1667 kg/h, 150C, dP=27 - 3 Barg) to circulation water pipeline and to exchangers 
3. Syngas flows out from 100E
3. Toxic gas release (Korkia MIN, Vesilaitos NA, Ohjaamo MOD; Onsite MOD POE-2, TTID 2844)
4. Human injury ",0,2024-10-02 05:39:06.647,u331169,,65.03428333,25.52362222,True,True,False,377.0,150.0,,,,False,0.62,7.0,0,0,,False,Mass,100000.0,,False,1114526235,,,198.0,0.2,,False,False,both,0.0001,,,,,
2845,375,"TTID 2845; LOPA 1119366277

Scen1: 106L/109L 174L/175L tube rupture (inner D 15,8 mm) -> Syngas leak from 180S
",,"P=26barg, T=150C, tube leak D15,8mm (x2) 

106L/109L 174L/175L tube rupture (inner D 15,8 mm) -> Syngas leak from 180S
1. Soot water flows to cooling water network
2. Soot water circulation emptyes
3.  Syngas flow (1667 kg/h, 150C, dP=27 - 3 Barg) to circulation water pipeline and to exchangers 
3. Syngas flows out from 180S
3. Toxic gas release or flasfire (onsite)
4. Human injury ",0,2024-10-02 05:50:32.613,u331169,,65.03457778,25.52191944,True,True,False,377.0,150.0,,,,False,0.62,6.0,0,0,,False,Mass,100000.0,,False,1119366277,,,268.0,1.8,,False,False,both,0.4,,,,,
2846,804,"What are the potential consequences of NO or TOO LITTLE flow through the under flow piping?  

If the pumps fail for some reason, the bottom takeoff line is plugged, or the takeoff valve sticks closed or fails closed, the level in the base of the column will rise.  If this continues unmitigated, the potential exists to have liquid flow to the condenser and on to the reflux drum.  The base of the column could rupture.  Xylene could be released to the area.  If an ignition source is present, injuries to personnel and equipment damage could occur.

A LOPA (ID 908) was done for this scenario resulting in a differential of -1.5, indicating that a SIL1M high level interlock is needed.  JA-S02 acts on high base pressure to close feed valve HV-3556 and is SIL1 leaving -0.5 to close LOPA 908.",,,0,2024-10-02 10:43:56.363,u770776,,36.522823,-82.537453,True,True,False,15.0,250.0,,,,True,,5.0,0,0,100.0,False,Mass,5000.0,,False,1110988694,,,175.0,3.0,Kingsport,False,False,both,3.0,,,,,
2847,375,"TTID 2847; LOPA 1119366318, 1119366293 1119366320

Scen1: Drainage valve open in soot water line - syngas leak",,"P=26barg, T=150C, DN25 drain

Drainage valve open in soot water line - syngas leak
1. Soot water to surroundings
2. Soot water system empties gradually
3. Soot water  and then Synthesis gas leak inside pump room
4. Toxic release
5. Human injury (Offsite) ",0,2024-10-02 07:36:09.537,u331169,,65.03438611,25.52287222,True,True,False,377.0,150.0,,,,False,1.0,0.5,0,0,,False,Mass,100000.0,,False,"1119366318, 1119366293 1119366320",,,230.0,1.8,,False,False,both,0.3,,,,,
2848,375,"TTID 2848; LOPA 1119366288, 1119366335

Scen1: Drainage valve open in soot water line -> syngas leak",,"P=26barg, T=150C, DN25 drain


Drainage valve open in soot water line -> syngas leak
1. Soot water to surroundings
2. Soot water system empties gradually
3. Soot water  and then Synthesis gas leak outside at process area
4. Toxic release
5. Human injury (Offsite SER, control room MOD, Matala MOD)",0,2024-10-02 11:43:17.927,u331169,,65.03448,25.522947,True,True,False,377.0,150.0,,,,False,1.0,3.0,0,0,,False,Mass,100000.0,,False,"1119366288, 1119366335",,,228.0,1.8,,False,False,both,0.3,,,,,
2859,806,"Tank 4840 - Catastrophic rupture (4 barg, nog niet alles verwijdert)
TTID 2859; LOPA IDs 1119593798, 1119593827, 1119593873, 1119593872, 1119759950",,"Consequence 1.2.1.1
1. 4 barin typpeä säiliöön 4840
2. Säiliön suunnittelupaine ylittyy yli 2-kertaisesti
3. Laiterikko
4. Vuoto ulos vuotoaltaaseen
5. Henkilövahinko

Consequence 1.4.3.1
1. Säiliön ylitäyttö
2. Säiliö repeää
3. Vuoto ulos vuotoaltaaseen
4. Henkilövahinko

Consequence 1.5.2.1
1. Typpeä säiliöön 7-10 bar paineella
2. Paine nousee säiliössä 4840
3. Säiliön suunnittelupaine ylittyy yli 2-kertaisesti
4. Säiliö repeää
5. Vuoto ulos
6. Henkilövahinko

Consequence 1.5.3.1
1. 4 barin typpeä säiliöön 4840
2. Säiliön suunnittelupaine ylittyy yli 2-kertaisesti
3. Laiterikko
4. Vuoto ulos vuotoaltaaseen
5. Henkilövahinko

Consequence 1.10.1.1
1. Säiliön ylitäyttö
2. Säiliö repeää
3. Vuoto ulos vuotoaltaaseen
4. Henkilövahinko",20,2024-10-02 14:56:11.910,u331462,,65.033098,25.523695,True,True,False,58.0,27.0,,,,True,,1.0,0,0,1000.0,False,Volume,,600.0,False,"Tank 4840 - Catastrophic rupture (4 barg, nog niet alles verwijdert)",,,200.0,0.7,,False,False,both,0.1,,,,,
2860,375,"TTID 2860; LOPA 1119366503

Scen1: Level measurement failure in 105A/155A -> Flare pilot flame off -> Syngas from flare
",,"P=26barg, T=30, DN200, Start up mass balance from Aspen-> 7200kg/h

Level measurement failure in 105A/155A -> Flare pilot flame off -> Syngas from flare
1. 104A/154A & 105E/155E & 105A155A filled with water 
2. Water to syngas line 3003-GKR-150 
3. and water also to flare 102R if valve PC-6122/5031 is open.
4. Flare pilot flame goes off
5. Toxic/flammable gases not burning in flare in case of process interruption (NG 3700 m3/h, O2 2750 m3/h, steam 700 kg/h)
6. Human injury (inhalation offsite, onsite MIN)",0,2024-10-03 06:45:35.203,u331169,,65.0344,25.52254167,True,True,True,377.0,30.0,377.0,30.0,15873.0,False,8.0,30.0,0,0,,False,Mass,100000.0,,False,1119366503,,,241.0,1.8,,False,False,both,0.3,,,,,
2861,374,"TTID 2861 LOPA 1119366527

Scen1: Malfunction of level control LC-5620/6220 valve fully open  -> 156E vuoto -> vaikutus Korkiaan

",,"P=26barg, T=30C. DN300

Malfunction of level control LC-5620/6220 valve fully open  -> 156E vuoto -> vaikutus Korkiaan
1. Level drops in 105E/155E
2. Syngas to 156E (11824  kg/h)to surroundings
3. toxic leak
4. Human injury (Ohjaamo, Korkia)",0,2024-10-03 03:24:44.463,u331169,,65.03433889,25.52366389,True,True,True,14.5,0.0,377.0,25.0,21605.0,False,12.0,13.0,0,0,,False,Mass,100000.0,,False,1119366527,,,201.0,1.6,,False,False,both,0.2,,,,,
2862,376,"TTID 2862; LOPA 1119372183

Scen1: Tube rupture in 105L/155L -> Syngas leak from 100E to atm",,"P=26barg, T=30C, 105L/155L tube diameter 19,05 -> 2xtube -> 7738kg/h (Aspen)

Tube rupture in 105L/155L -> Syngas leak from 100E to atm
1. Sootwater to circulation cooling water 
2. Level decrease in 105E/155E 
3. Syngas flow to soot water line and from broken cooler tube to  Circulation water 
4. Syngas to 100E and out from vent
5. toxic release 
6. Human injury (control room, VL2 MOD, offsite SER, onsite SER POE-2)

",0,2024-10-03 09:08:47.707,u331169,,65.03428333,25.52362222,True,True,True,377.0,30.0,377.0,30.0,17059.0,False,12.0,7.0,0,0,,False,Mass,100000.0,,False,1119372183,,,198.0,0.2,,False,False,both,0.0001,,,,,
2863,376,"TTID 2863; LOPA 1119372189

Scen1: Tube rupture in 105L/155L -> Syngas leak from 180S to atm",,"P=26barg, T=30C, 105L/155L tube diameter 19,05 -> 2xtube -> 7738kg/h (Aspen)

Tube rupture in 105L/155L -> Syngas leak from 100E to atm
1. Sootwater to circulation cooling water 
2. Level decrease in 105E/155E 
3. Syngas flow to soot water line and from broken cooler tube to  Circulation water 
4. Syngas to 180S out from vent
5. toxic release 
6. Human injury (Offsite SER, Matala, Ohjaamo, Onsite MOD)",0,2024-10-03 09:25:56.643,u331169,,65.03457778,25.52191944,True,True,True,,,377.0,30.0,17059.0,False,8.0,6.0,0,0,,False,Mass,100000.0,,False,1119372189,,,268.0,1.8,,False,False,both,0.4,,,,,
2864,812,"Tank 4860 - Catastrophic rupture
TTID 2864; LOPA ID 1120349167, 1120349168, 1120351600, 1120351470, 1120351498, 1120351502, 1120351510, 1120349838, 1120349837",,"Consequence 3.4.12.1
1. 82% muurahaishappoa MULI:lle säiliöön 4860 linjaa 16-PA-50 pitkin
2. Säiliön 4860 ylitäyttö
3. Vuoto ulos
4. Myrkyllisyysvaikutus
5. Henkilövahinko

Consequence 3.4.13.1
1. 82% muurahaishappoa MULI:lle säiliöön 4860 linjaa 17-PA-65 pitkin
2. Säiliön 4860 ylitäyttö
3. Vuoto ulos
4. Myrkyllisyysvaikutus
5. Henkilövahinko

Consequence 3.4.14.1 
1. 82% muurahaishappoa MULI:lle säiliöön 4860 linjaa 17-PA-65 pitkin
2. Säiliön 4860 ylitäyttö
3. Vuoto ulos
4. Myrkyllisyysvaikutus
5. Henkilövahinko

Consequence 5.2.6.1
1. Backflow, formic acid 85% flows to 4860 (V69 would be open)
2. Overfill 4860 
3. Spill of formic acid 60-99% through vapor line DN150 
4. Toxicity 
5. Personal injuiry 

Consequence 6.2.10.1
1. There is an open pathway for formic acid 99% to go to MULI storage tank 4860
2. Overfilling of MULI storage tank 4860
3. Spill of formic acid 
4. Toxicity
5. Personal injury 

Consequence 7.2.1.1
1. Water flows to the storage tank 4860
2. Overfilling of storage tank 4860
3. Formic acid 60-99% is released 
4. Toxicity
5. Personal injury  

Consequence 7.2.2.1
1. Formic acid 85% flows to the storage tank 4860
2. Overfilling of storage tank 4860
3. Formic acid 60-99% is released 
4. Toxicity
5. Personal injury  

Consequence 7.2.3.1
1. Formic acid 99% flows to the storage tank 4860
2. Overfilling of storage tank 4860
3. Formic acid 60-99% is released
4. Toxicity
5. Personal injury  

Consequence 7.2.16.1
1. Truck is connected to 30-PA-80-10H40 pipeline
2. V135 is opened and pump 4861 is started. 
3. MULI storage tank 4860 is filled through circulation line 
4. Overfilling MULI storage tank 4860
5. Formic acid 60-99% spill 
6. Toxicity
7. Personal injury 

Consequence 7.5.1.1
1. Increase in pressure in the MULI storage tank 4860 during pumping or nitrogen mixing
2. Tank rupture
3. Formic acid 60-99% leaks into the MULI building
4. Toxicity
5. Personal injury",0,2024-10-03 10:01:21.750,u331462,,,,True,True,False,1.0,20.0,,,,True,1.0,1.0,0,0,40.0,False,Volume,,,False,Tank 4860 - Catastrophic rupture,,,170.0,0.7,,False,False,both,0.1,,,,,
2865,376,"TTID 2865; LOPA 1119366627

Scen1: Tube rupture in 105L/155L -> Syngas leak from 156E to atm",,"P=26barg, T=30C, 105L/155L tube diameter 19,05 -> 2xtube -> 7738kg/h (Aspen)

Tube rupture in 105L/155L -> Syngas leak from 156E to atm
1. Sootwater to circulation cooling water 
2. Level decrease in 105E/155E 
3. Syngas flow to soot water line and to 156E
4. Syngas to surrounding from 156E vent
5. Toxic release
6. Human injury (control room)",0,2024-10-03 06:48:50.883,u331169,,65.03428333,25.52362222,True,True,True,377.0,30.0,377.0,30.0,17059.0,False,12.0,13.0,0,0,,False,Mass,100000.0,,False,1119366627,,,198.0,0.2,,False,False,both,0.0001,,,,,
2866,814,"TTID 2866; LOPA 1119366630

Scen1: DMDS Hose leak, barrel pump",,"P=7barg, T=20C, 200l barrel, DN25 hose leak, pump pressure

DMDS Hose leak, barrel pump
1. DMDS leaks to surroundins
2. Toxic release, Flash fire
3. Human injury (Flash fire, onsite)",0,2024-10-03 10:58:47.490,u331169,,65.03458056,25.52330833,True,True,False,102.0,20.0,,,,False,0.3,0.5,0,0,0.2,False,Volume,,,False,1119366630,,,235.0,1.6,,False,False,both,0.2,,,,,
2867,814,"TTID 2867; LOPA 1119366645, 1119366674

Scen1: DMDS hose rupture, barrel pump
Scen2: Tank 109S drain valve open/leaks -> DMDS leak",,"P=hydrostatic pressure, T=20C, V=109S volume, DN25 hose rupture

DMDS hose rupture, barrel pump
1. DMDS leaks to surroundins  from 109S, siphon effect
2. Toxic release
3. Human injury

Tank 109S drain valve open/leaks -> DMDS leak
1. DMDS leaks to surroundins
2. Toxic release
3. Human injury",0,2024-10-03 07:06:52.337,u331169,,65.03458056,25.52330833,True,True,False,1.5,20.0,,,,False,1.0,0.5,0,0,0.77,False,Volume,,,False,"1119366645, 1119366674",,,235.0,1.6,,False,False,both,0.2,,,,,
2868,814,"TTID 2868; LOPA 1119366646

Scen1: DMDS hose rupture, barrel pump",,"P=7barg, T=20C, 200l barrel, DN25 hose rupture, pump pressure

DMDS hose rupture, barrel pump
1. DMDS leaks to surroundins
2. Toxic release Toxic release/Flash fire, onsite
3. Human injury",0,2024-10-03 07:14:07.123,u331169,,65.03458056,25.52330833,True,True,False,102.0,20.0,,,,False,1.0,0.5,0,0,0.2,False,Volume,,,False,1119366646,,,235.0,1.6,,False,False,both,0.2,,,,,
2869,814,"TTID 2869; LOPA 1119366647

Scen1: DMDS hose leak, barrel pump",,"P=7barg, T=20C, V=109S volume, DN25 hose leak, pump pressure

DMDS hose leak, barrel pump
1. DMDS leaks to surroundins from 109S, siphon effect
2. Toxic release/Flash fire, onsite
3. Human injury",0,2024-10-03 07:19:52.250,u331169,,65.03458056,25.52330833,True,True,False,1.5,20.0,,,,False,0.3,0.5,0,0,0.77,False,Volume,,,False,1119366647,,,235.0,1.6,,False,False,both,0.2,,,,,
2870,814,"TTID 2870; LOPA 1119366678, 1119366687

Scen1; Level measurement failure in 109S (does not show enough) -> overfill -> DMDS leak",,"P=7barg, T=20C, V=200l barrel volume, DN50 vent pipe, pump pressure

Level measurement failure in 109S (does not show enough) -> overfill -> DMDS leak
1. Tank 109S is filled too much (filling about once per year)
2. Overflow of tank 109S
3. DMDS to surrounding
4. Toxic release
5. Human injury",0,2024-10-03 08:07:10.043,u331169,,65.03458056,25.52330833,True,True,False,102.0,20.0,,,,False,2.0,4.5,0,0,0.2,False,Volume,,,False,"1119366678, 1119366687",,,235.0,1.6,,False,False,both,0.2,,,,,
2874,815,Explosive failure of storage tank @20°C,,,0,2024-10-07 10:45:09.500,u331547,0.0,51.09617,3.724392,True,True,False,14.311598201444,20.0,,,,True,,0.0,0,0,,False,Mass,135405.0,,False,,,,230.0,6.0,Ghent North,False,False,both,6.0,,,,,
2875,815,Explosive failure of storage tank @15°C ,,,0,2024-10-07 06:52:02.810,u331547,0.0,51.09617,3.724392,True,True,False,9.09023963318408,15.0,,,,True,,0.0,0,0,,False,Mass,127665.0,,False,,,,230.0,6.0,Ghent North,False,False,both,6.0,,,,,
2876,815,Explosive failure of storage tank @10°C ,,,0,2024-10-07 06:53:14.923,u331547,0.0,51.09617,3.724392,True,True,False,5.464296183003579,10.0,,,,True,,0.0,0,0,,False,Mass,119776.0,,False,,,,230.0,6.0,Ghent North,False,False,both,6.0,,,,,
2885,810,5.2.4.1 - HV4831 fails open; 1. Formic acid 85% flows to the formate plant (V125 is normally open) 2. Overfill 804S  3. Spill of formic acid 85% through vapor line DN150 4. Toxicity  5. Personal injury ,,,0,2024-10-07 11:02:44.883,u331462,,,,True,True,False,0.58,10.0,,,,False,6.0,10.0,6,0,520.0,False,Volume,,197.0,False,5.2.4.1 - HV4831 fails open,,,450.0,0.2,,False,False,both,0.2,,,,,
2886,815,Release content in shuttle line between unloading station and tank,,,0,2024-10-07 11:47:47.427,u331547,,51.09617,3.724392,True,True,False,282.8,25.0,50.763208302527,25.0,,False,0.354,4.0,0,0,,False,Mass,140.0,,False,,,,230.0,6.0,Ghent North,False,False,both,6.0,,,,,
2887,749,"Instrumentti-ilmakatko -> mittasäiliö (0,34 m3) tyhjenee (MH94) kannujen täyttöpaikalle - COPY - 10/07/2024 09:36:17 -04:00",,,0,2024-10-07 09:36:17.690,u773253,,65.033823,25.511712,True,True,False,72.5,20.0,,,,False,1.6,1.0,0,0,0.34,False,Mass,410.0,2.0,False,1119177213,,,275.0,2.0,,False,False,both,1e-05,,,,,
2888,749,"Instrumentti-ilmakatko -> mittasäiliö (0,34 m3) tyhjenee (MH94) kannujen täyttöpaikalle - 2 m3",,"Instrumentti-ilmakatko
Mittasäiliöiden jälkeiset kalvoventtiilit alkavat vuotamaan läpi kun instrumentti-ilman paine häviää
2. Mittasäiliö tyhjenee kannujen täyttöpaikalle
3. Henkilövahinko",0,2024-10-07 09:38:29.603,u773253,,65.033823,25.511712,True,True,False,72.5,20.0,,,,False,1.6,1.0,0,0,2.0,False,Volume,410.0,2.0,False,1119177213,,,275.0,2.0,,True,False,both,0.1,,,,,
2889,815,Release from scrubber,,,0,2024-10-07 14:36:57.700,u331547,,51.09617,3.724392,True,True,True,,,0.471372648523465,25.0,372.978055,False,0.07401575,1.0,0,0,0.549,False,Volume,,,False,,,,230.0,6.0,Ghent North,False,False,both,6.0,,,,,
2890,783,"If high pressure occurs at the discharge side of the compressor, then downstream vessel ratings are exceeded causing potential rupture. This could lead to potential hydrogen leaks, fire and personnel injury through shrapnel.

Stature LOPA copied from Heritage LOPA 7574 (no changes)",,,0,2024-10-07 14:38:44.300,u773253,,36.522557,-82.538954,True,True,False,6000.0,30.0,,,,True,2.0,1.0,6,1,,False,Mass,20.0,,False,,,,315.0,6.0,Kingsport,False,False,both,1.0,,,,,
2891,816,Bersten B29 durch Drucküberschreitung 2x MAWP,,,0,2024-10-08 05:44:52.643,u331235,,,,True,False,False,2.9,35.0,,,,True,,3.0,0,0,,False,Mass,13200.0,54.0,False,,,,200.0,8.0,,False,False,both,2.0,,,,,
2892,816,Bersten B29 durch Drucküberschreitung 2x MAWP - Folgeszenario: Überfüllung Freisetzung von Abwasser,,,0,2024-10-08 08:23:32.310,u331235,,,,True,False,True,2.9,35.0,2.9,35.0,33000.0,False,10.0,3.0,0,0,,False,Mass,13200.0,54.0,False,,,,200.0,8.0,,False,False,both,2.0,,,,,
2893,816,Amindurchschlag von K3 und Freisetzung von Aminen am B29,,,0,2024-10-08 08:46:06.650,u331235,,,,True,False,True,2.9,35.0,0.21,35.0,33.0,False,2.0,3.0,0,0,,False,Mass,9000.0,54.0,False,,,,200.0,8.0,,False,False,both,2.0,,,,,
2894,816,Bersten B29 durch Drucküberschreitung 2x MAWP - Folgeszenario: Überfüllung Freisetzung von Abwasser - COPY - 10/08/2024 08:53:23 -04:00,,,0,2024-10-08 08:53:23.450,u331235,,,,True,False,False,2.9,65.0,2.9,65.0,33000.0,False,0.7,3.0,0,0,,False,Mass,43000.0,54.0,False,,,,200.0,8.0,,False,False,both,2.0,,,,,
2895,817,Dry running P2521,,,0,2024-10-08 13:47:20.153,u331547,,51.09617,3.724392,True,True,False,52.5,10.0,37.7,15.0,2727.0,False,0.2,0.0,0,0,200.0,True,Volume,176400.0,,False,,,,230.0,6.0,Ghent North,False,False,both,6.0,,,,,
2897,817,Blocked liquid in pipe at P2521,,,0,2024-10-08 15:01:55.727,u331547,,51.09617,3.724392,True,True,False,14.3,15.0,207.35,15.0,2727.0,False,0.48,0.0,0,0,,True,Mass,87.0,,False,,,,230.0,6.0,Ghent North,False,False,both,6.0,,,,,
2898,815,Dry running feed pumps EO,,,0,2024-10-09 01:56:24.777,u331547,,51.09617,3.724392,True,True,False,52.5,10.0,50.763208302527,25.0,,False,0.197,1.0,0,0,200.0,False,Volume,140.0,,False,,,,230.0,6.0,Ghent North,False,False,both,6.0,,,,,
2899,815,Faling dubbele mantel,,,0,2024-10-09 02:04:48.413,u331547,,51.09617,3.724392,True,True,False,150.8,15.0,50.763208302527,25.0,,False,0.32,1.0,0,0,1.0,False,Volume,140.0,,False,,,,230.0,6.0,Ghent North,False,False,both,6.0,,,,,
2900,820,Dry running P2515,,,0,2024-10-09 06:38:24.423,u331547,,51.09617,3.724392,True,True,False,7.25,25.0,,,,False,0.2,0.5,0,0,0.05,False,Volume,,,False,,,,230.0,6.0,Ghent North,False,False,both,6.0,,,,,
2902,820,Deadheading circulation pump scrubber P2515,,,0,2024-10-09 02:52:52.237,u331547,,51.09617,3.724392,True,True,False,34.0,25.0,,,,False,0.52,0.5,0,0,0.05,False,Volume,,,False,,,,230.0,6.0,Ghent North,False,False,both,6.0,,,,,
2903,816,Abblasen von aminbeladenem Stickstoff (PCV öffnet Fehlerhaft),,,0,2024-10-09 05:20:36.393,u331235,,,,True,False,True,2.9,35.0,0.218,30.0,88.0,False,2.0,3.0,0,0,,False,Mass,13200.0,54.0,False,,,,200.0,8.0,,False,False,both,2.0,,,,,
